target_chromo	target_window_start	target_window_end	target_id	count	target_strand	sno_id	sno_window_start	sno_window_end	mean_score	min_score	max_score
chr1	200123623	200123638	ENSG00000116833	3	+	ENSG00000207263_SNORD116-16(+)	67	82	0.985	0.98	0.99
chr1	200123623	200123638	ENSG00000116833	3	+	ENSG00000207460_SNORD116-19(+)	67	82	0.985	0.98	0.99
chr1	200123623	200123638	ENSG00000116833	3	+	ENSG00000275127_SNORD116-22(+)	67	82	0.985	0.98	0.99
chr1	200123623	200123638	ENSG00000116833	3	+	ENSG00000277785_SNORD116-21(+)	67	82	0.985	0.98	0.99
chr1	200130045	200130060	ENSG00000116833	3	+	ENSG00000251815_SNORD116-26(+)	68	83	0.99	0.982	0.995
chr1	200133485	200133500	ENSG00000116833	3	+	ENSG00000251896_SNORD116-27(+)	48	63	0.988	0.985	0.991
chr1	200141155	200141170	ENSG00000116833	3	+	ENSG00000212553_SNORD116(-)	6	21	0.986	0.983	0.99
chr1	200148840	200148855	ENSG00000116833	3	+	ENSG00000252985_SNORD116(+)	49	64	0.995	0.995	0.996
chr1	200156227	200156242	ENSG00000116833	3	+	ENSG00000252326_SNORD116-25(+)	59	74	0.99	0.988	0.995
chr1	200156230	200156245	ENSG00000116833	3	+	ENSG00000251815_SNORD116-26(+)	71	86	0.988	0.988	0.988
chr1	200161017	200161032	ENSG00000116833	3	+	ENSG00000207093_SNORD116-8(+)	6	21	0.985	0.98	0.991
chr1	200171424	200171439	ENSG00000116833	3	+	ENSG00000278715_SNORD116-20(+)	61	76	0.984	0.983	0.984
chr10	114442706	114442721	ENSG00000099204	3	-	ENSG00000207197_SNORD116-12(+)	61	76	0.985	0.982	0.991
chr10	114459881	114459897	ENSG00000099204	4	-	ENSG00000202498_SNORD116(-)	63	79	0.986	0.983	0.99
chr10	114460660	114460676	ENSG00000099204	4	-	ENSG00000207245_SNORD116-29(+)	54	70	0.99	0.981	0.999
chr10	114476206	114476222	ENSG00000099204	4	-	ENSG00000252326_SNORD116-25(+)	58	74	0.991	0.99	0.993
chr10	114476756	114476771	ENSG00000099204	3	-	ENSG00000212553_SNORD116(-)	6	21	0.99	0.98	0.995
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000206727_SNORD116-9(+)	74	89	0.987	0.981	0.992
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207001_SNORD116-2(+)	74	89	0.987	0.981	0.992
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207014_SNORD116-3(+)	74	89	0.987	0.981	0.992
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207063_SNORD116-1(+)	74	89	0.987	0.981	0.992
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207093_SNORD116-8(+)	74	89	0.987	0.981	0.992
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207133_SNORD116-7(+)	74	89	0.992	0.986	0.995
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207191_SNORD116-5(+)	74	89	0.992	0.986	0.995
chr10	114479386	114479401	ENSG00000099204	3	-	ENSG00000207442_SNORD116-6(+)	75	90	0.987	0.981	0.992
chr10	114479560	114479575	ENSG00000099204	3	-	ENSG00000252277_SNORD116-30(+)	3	18	0.982	0.981	0.983
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000206656_SNORD116-17(+)	60	75	0.991	0.983	0.997
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000206688_SNORD116-18(+)	60	75	0.991	0.983	0.997
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000207174_SNORD116-15(+)	60	75	0.991	0.983	0.997
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000207197_SNORD116-12(+)	60	75	0.99	0.981	0.996
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000207263_SNORD116-16(+)	60	75	0.991	0.983	0.997
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000207279_SNORD116-24(+)	60	75	0.989	0.983	0.993
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000207460_SNORD116-19(+)	60	75	0.991	0.983	0.997
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000275127_SNORD116-22(+)	60	75	0.991	0.983	0.997
chr10	114509715	114509730	ENSG00000099204	3	-	ENSG00000277785_SNORD116-21(+)	60	75	0.991	0.983	0.997
chr10	114526777	114526792	ENSG00000099204	3	-	ENSG00000207174_SNORD116-15(+)	75	90	0.987	0.981	0.994
chr10	114526777	114526792	ENSG00000099204	3	-	ENSG00000207375_SNORD116-23(+)	75	90	0.987	0.981	0.994
chr10	114530328	114530343	ENSG00000099204	3	-	ENSG00000207279_SNORD116-24(+)	59	74	0.99	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000206621_SNORD116-14(+)	59	75	0.991	0.984	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000206656_SNORD116-17(+)	59	75	0.988	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000206688_SNORD116-18(+)	59	75	0.988	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000207174_SNORD116-15(+)	59	75	0.988	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000207263_SNORD116-16(+)	59	75	0.988	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000207460_SNORD116-19(+)	59	75	0.988	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000275127_SNORD116-22(+)	59	75	0.988	0.981	0.996
chr10	114530328	114530344	ENSG00000099204	4	-	ENSG00000277785_SNORD116-21(+)	59	75	0.988	0.981	0.996
chr10	114540577	114540592	ENSG00000099204	3	-	ENSG00000212553_SNORD116(-)	6	21	0.985	0.981	0.99
chr10	114543812	114543828	ENSG00000099204	4	-	ENSG00000252326_SNORD116-25(+)	59	75	0.991	0.989	0.994
chr10	114551282	114551297	ENSG00000099204	3	-	ENSG00000252326_SNORD116-25(+)	58	73	0.987	0.983	0.995
chr10	114553949	114553964	ENSG00000099204	3	-	ENSG00000206727_SNORD116-9(+)	6	21	0.991	0.987	0.996
chr10	114553949	114553964	ENSG00000099204	3	-	ENSG00000207014_SNORD116-3(+)	6	21	0.991	0.987	0.996
chr10	114553949	114553964	ENSG00000099204	3	-	ENSG00000207093_SNORD116-8(+)	6	21	0.993	0.987	0.999
chr10	114553949	114553964	ENSG00000099204	3	-	ENSG00000207133_SNORD116-7(+)	6	21	0.991	0.987	0.996
chr10	114553949	114553964	ENSG00000099204	3	-	ENSG00000207191_SNORD116-5(+)	6	21	0.991	0.987	0.996
chr10	114556139	114556154	ENSG00000099204	3	-	ENSG00000206621_SNORD116-14(+)	60	75	0.989	0.985	0.992
chr10	114556139	114556154	ENSG00000099204	3	-	ENSG00000278715_SNORD116-20(+)	60	75	0.988	0.984	0.994
chr10	114562736	114562751	ENSG00000099204	3	-	ENSG00000207245_SNORD116-29(+)	66	81	0.983	0.981	0.988
chr10	114562736	114562751	ENSG00000099204	3	-	ENSG00000252277_SNORD116-30(+)	68	83	0.983	0.981	0.987
chr10	114570462	114570477	ENSG00000099204	3	-	ENSG00000252326_SNORD116-25(+)	61	76	0.985	0.98	0.988
chr10	114578307	114578322	ENSG00000099204	3	-	ENSG00000212553_SNORD116(-)	15	30	0.993	0.989	0.998
chr10	114588574	114588589	ENSG00000099204	3	-	ENSG00000252985_SNORD116(+)	53	68	0.99	0.988	0.993
chr10	114590771	114590786	ENSG00000099204	3	-	ENSG00000212553_SNORD116(-)	6	21	0.997	0.995	0.999
chr10	114596597	114596612	ENSG00000099204	3	-	ENSG00000207093_SNORD116-8(+)	7	22	0.985	0.983	0.986
chr10	114602577	114602593	ENSG00000099204	4	-	ENSG00000206727_SNORD116-9(+)	6	22	0.992	0.986	0.997
chr10	114602577	114602593	ENSG00000099204	4	-	ENSG00000207014_SNORD116-3(+)	6	22	0.992	0.986	0.997
chr10	114602577	114602593	ENSG00000099204	4	-	ENSG00000207133_SNORD116-7(+)	6	22	0.992	0.986	0.997
chr10	114602577	114602593	ENSG00000099204	4	-	ENSG00000207191_SNORD116-5(+)	6	22	0.992	0.986	0.997
chr10	114604450	114604466	ENSG00000099204	4	-	ENSG00000212553_SNORD116(-)	3	19	0.99	0.983	0.998
chr10	114606757	114606774	ENSG00000099204	5	-	ENSG00000206609_SNORD116-11(+)	64	81	0.984	0.98	0.989
chr10	114609472	114609487	ENSG00000099204	3	-	ENSG00000207137_SNORD116-13(+)	60	75	0.993	0.989	0.995
chr10	114610825	114610840	ENSG00000099204	3	-	ENSG00000252326_SNORD116-25(+)	61	76	0.993	0.987	0.997
chr10	114615960	114615975	ENSG00000099204	3	-	ENSG00000207442_SNORD116-6(+)	32	47	0.987	0.98	0.993
chr10	114615960	114615975	ENSG00000099204	3	-	ENSG00000275529_SNORD116-4(+)	32	47	0.987	0.98	0.993
chr10	114619505	114619521	ENSG00000099204	4	-	ENSG00000200661_SNORD116-10(+)	32	48	0.983	0.98	0.985
chr10	114623892	114623907	ENSG00000099204	3	-	ENSG00000251896_SNORD116-27(+)	60	75	0.991	0.983	0.998
chr10	114629548	114629565	ENSG00000099204	5	-	ENSG00000252326_SNORD116-25(+)	63	80	0.988	0.981	0.995
chr10	114629549	114629568	ENSG00000099204	7	-	ENSG00000251815_SNORD116-26(+)	68	87	0.989	0.98	0.994
chr10	114632953	114632969	ENSG00000099204	4	-	ENSG00000251815_SNORD116-26(+)	78	94	0.993	0.99	0.995
chr10	114632953	114632970	ENSG00000099204	5	-	ENSG00000207245_SNORD116-29(+)	65	82	0.993	0.99	0.998
chr10	114632953	114632970	ENSG00000099204	5	-	ENSG00000251896_SNORD116-27(+)	74	91	0.993	0.99	0.996
chr10	114632953	114632970	ENSG00000099204	5	-	ENSG00000252277_SNORD116-30(+)	67	84	0.993	0.99	0.998
chr10	114632953	114632970	ENSG00000099204	5	-	ENSG00000252326_SNORD116-25(+)	74	91	0.993	0.99	0.996
chr10	114633550	114633566	ENSG00000099204	4	-	ENSG00000212553_SNORD116(-)	8	24	0.987	0.983	0.993
chr10	114634710	114634725	ENSG00000099204	3	-	ENSG00000252326_SNORD116-25(+)	61	76	0.985	0.983	0.986
chr10	114647695	114647710	ENSG00000099204	3	-	ENSG00000207245_SNORD116-29(+)	62	77	0.986	0.982	0.991
chr10	114652266	114652281	ENSG00000099204	3	-	ENSG00000207063_SNORD116-1(+)	6	21	0.987	0.981	0.995
chr10	114657523	114657538	ENSG00000099204	3	-	ENSG00000207093_SNORD116-8(+)	6	21	0.996	0.992	0.998
chr10	114657523	114657538	ENSG00000099204	3	-	ENSG00000207442_SNORD116-6(+)	6	21	0.994	0.987	0.998
chr10	114657523	114657538	ENSG00000099204	3	-	ENSG00000275529_SNORD116-4(+)	6	21	0.988	0.988	0.989
chr10	114665775	114665790	ENSG00000099204	3	-	ENSG00000212553_SNORD116(-)	6	21	0.987	0.985	0.991
chr10	114677198	114677213	ENSG00000099204	3	-	ENSG00000212553_SNORD116(-)	6	21	0.985	0.981	0.989
chr10	114678430	114678445	ENSG00000099204	3	-	ENSG00000277785_SNORD116-21(+)	6	21	0.989	0.983	0.995
chr10	114680704	114680719	ENSG00000099204	3	-	ENSG00000277785_SNORD116-21(+)	5	20	0.991	0.983	0.997
chr10	114681607	114681622	ENSG00000099204	3	-	ENSG00000252326_SNORD116-25(+)	63	78	0.985	0.98	0.989
chr10	114684604	114684619	ENSG00000099204	3	-	ENSG00000252277_SNORD116-30(+)	56	71	0.99	0.984	0.997
chr11	800079	800094	ENSG00000177595	3	-	ENSG00000252326_SNORD116-25(+)	59	74	0.984	0.983	0.985
chr11	800543	800558	ENSG00000177595	3	-	ENSG00000206656_SNORD116-17(+)	67	82	0.99	0.983	0.995
chr11	800543	800558	ENSG00000177595	3	-	ENSG00000206688_SNORD116-18(+)	67	82	0.99	0.983	0.995
chr11	800543	800558	ENSG00000177595	3	-	ENSG00000207263_SNORD116-16(+)	67	82	0.99	0.983	0.995
chr11	800543	800558	ENSG00000177595	3	-	ENSG00000207460_SNORD116-19(+)	67	82	0.99	0.983	0.995
chr11	800543	800558	ENSG00000177595	3	-	ENSG00000275127_SNORD116-22(+)	67	82	0.99	0.983	0.995
chr11	800543	800558	ENSG00000177595	3	-	ENSG00000277785_SNORD116-21(+)	67	82	0.99	0.983	0.995
chr11	803089	803104	ENSG00000177595	3	-	ENSG00000251896_SNORD116-27(+)	77	92	0.983	0.981	0.984
chr11	803089	803104	ENSG00000177595	3	-	ENSG00000252326_SNORD116-25(+)	77	92	0.983	0.981	0.984
chr11	803173	803188	ENSG00000177595	3	-	ENSG00000212553_SNORD116(-)	75	90	0.981	0.981	0.981
chr11	804242	804257	ENSG00000177595	3	-	ENSG00000212553_SNORD116(-)	6	21	0.987	0.984	0.99
chr11	804801	804816	ENSG00000177595	3	-	ENSG00000206727_SNORD116-9(+)	6	21	0.994	0.987	0.999
chr11	804801	804816	ENSG00000177595	3	-	ENSG00000207014_SNORD116-3(+)	6	21	0.994	0.987	0.999
chr11	804801	804816	ENSG00000177595	3	-	ENSG00000207133_SNORD116-7(+)	6	21	0.994	0.987	0.999
chr11	804801	804816	ENSG00000177595	3	-	ENSG00000207191_SNORD116-5(+)	6	21	0.994	0.987	0.999
chr11	807944	807959	ENSG00000177595	3	-	ENSG00000252277_SNORD116-30(+)	34	49	0.986	0.984	0.988
chr11	24497438	24497453	ENSG00000187398	3	+	ENSG00000252277_SNORD116-30(+)	52	67	0.99	0.984	0.995
chr11	24514257	24514272	ENSG00000187398	3	+	ENSG00000251815_SNORD116-26(+)	66	81	0.987	0.982	0.992
chr11	24514580	24514595	ENSG00000187398	3	+	ENSG00000212553_SNORD116(-)	4	19	0.994	0.99	0.997
chr11	24515589	24515604	ENSG00000187398	3	+	ENSG00000252326_SNORD116-25(+)	61	76	0.993	0.988	0.998
chr11	24518918	24518933	ENSG00000187398	3	+	ENSG00000278123_SNORD116-28(+)	68	83	0.987	0.98	0.991
chr11	24522178	24522194	ENSG00000187398	4	+	ENSG00000207093_SNORD116-8(+)	4	20	0.99	0.983	0.997
chr11	24522178	24522194	ENSG00000187398	4	+	ENSG00000207442_SNORD116-6(+)	4	20	0.99	0.983	0.997
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000202498_SNORD116(-)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000206621_SNORD116-14(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000206656_SNORD116-17(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000206688_SNORD116-18(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207137_SNORD116-13(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207174_SNORD116-15(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207197_SNORD116-12(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207263_SNORD116-16(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207279_SNORD116-24(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207375_SNORD116-23(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000207460_SNORD116-19(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000275127_SNORD116-22(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000277785_SNORD116-21(+)	28	43	0.986	0.981	0.995
chr11	24529371	24529386	ENSG00000187398	3	+	ENSG00000278715_SNORD116-20(+)	28	43	0.986	0.981	0.995
chr11	24531842	24531857	ENSG00000187398	3	+	ENSG00000207137_SNORD116-13(+)	2	17	0.985	0.983	0.986
chr11	24546683	24546698	ENSG00000187398	3	+	ENSG00000252985_SNORD116(+)	47	62	0.984	0.981	0.986
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000206656_SNORD116-17(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000206688_SNORD116-18(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000207174_SNORD116-15(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000207263_SNORD116-16(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000207460_SNORD116-19(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000275127_SNORD116-22(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000277785_SNORD116-21(+)	61	76	0.994	0.99	0.997
chr11	24561673	24561688	ENSG00000187398	3	+	ENSG00000278715_SNORD116-20(+)	61	76	0.99	0.982	0.995
chr11	24564052	24564069	ENSG00000187398	5	+	ENSG00000278123_SNORD116-28(+)	68	85	0.993	0.984	0.997
chr11	24574992	24575007	ENSG00000187398	3	+	ENSG00000207245_SNORD116-29(+)	50	65	0.994	0.99	0.998
chr11	24585926	24585941	ENSG00000187398	3	+	ENSG00000251815_SNORD116-26(+)	63	78	0.986	0.98	0.995
chr11	24601454	24601470	ENSG00000187398	4	+	ENSG00000207137_SNORD116-13(+)	60	76	0.992	0.985	0.996
chr11	24631091	24631106	ENSG00000187398	3	+	ENSG00000212553_SNORD116(-)	4	19	0.986	0.985	0.987
