target_chromo	target_window_start	target_window_end	target_id	count	target_strand	sno_id	sno_window_start	sno_window_end	mean_score	min_score	max_score
chr18	61515428	61515443	ENSG00000101542	3	+	ENSG00000274640_SNORD109A(+)	50	65	0.984	0.98	0.99
chr18	61548162	61548178	ENSG00000101542	4	+	ENSG00000239169_SNORD109B(+)	49	65	0.991	0.983	0.997
chr18	61548162	61548178	ENSG00000101542	4	+	ENSG00000274640_SNORD109A(+)	49	65	0.991	0.983	0.997
chr2	102325461	102325479	ENSG00000115604	6	+	ENSG00000276610_SNORD64(+)	4	22	0.987	0.983	0.993
chr2	151569624	151569639	ENSG00000183091	3	-	ENSG00000276610_SNORD64(+)	11	26	0.984	0.981	0.988
chr2	151650928	151650943	ENSG00000183091	3	-	ENSG00000276610_SNORD64(+)	35	50	0.984	0.981	0.988
chr2	151706715	151706730	ENSG00000183091	3	-	ENSG00000239169_SNORD109B(+)	30	45	0.987	0.982	0.996
chr2	151706715	151706730	ENSG00000183091	3	-	ENSG00000274640_SNORD109A(+)	30	45	0.987	0.982	0.996
chr20	47676534	47676549	ENSG00000196562	3	-	ENSG00000276314_SNORD107(+)	9	24	0.991	0.988	0.993
chr20	47705023	47705039	ENSG00000196562	4	-	ENSG00000239014_SNORD108(+)	31	47	0.99	0.983	0.994
chr20	47711425	47711440	ENSG00000196562	3	-	ENSG00000276314_SNORD107(+)	13	28	0.989	0.987	0.99
chr20	47716947	47716962	ENSG00000196562	3	-	ENSG00000276610_SNORD64(+)	4	19	0.985	0.98	0.991
chr20	47743214	47743232	ENSG00000196562	6	-	ENSG00000276314_SNORD107(+)	10	28	0.994	0.984	0.998
chr20	47746217	47746232	ENSG00000196562	3	-	ENSG00000239014_SNORD108(+)	50	65	0.987	0.983	0.99
chr20	47781204	47781219	ENSG00000196562	3	-	ENSG00000239014_SNORD108(+)	51	66	0.99	0.989	0.991
chr21	45406685	45406700	ENSG00000182871	3	+	ENSG00000239014_SNORD108(+)	49	64	0.988	0.984	0.994
chr21	45415755	45415770	ENSG00000182871	3	+	ENSG00000239014_SNORD108(+)	31	46	0.987	0.984	0.992
chr21	45423980	45423995	ENSG00000182871	3	+	ENSG00000276314_SNORD107(+)	13	28	0.995	0.994	0.996
chr21	45425607	45425622	ENSG00000182871	3	+	ENSG00000276314_SNORD107(+)	8	23	0.985	0.982	0.989
chr21	45436245	45436260	ENSG00000182871	3	+	ENSG00000239169_SNORD109B(+)	30	45	0.99	0.987	0.994
chr21	45436245	45436260	ENSG00000182871	3	+	ENSG00000274640_SNORD109A(+)	30	45	0.99	0.987	0.994
chr21	45451100	45451115	ENSG00000182871	3	+	ENSG00000239169_SNORD109B(+)	23	38	0.988	0.986	0.991
chr21	45451100	45451115	ENSG00000182871	3	+	ENSG00000274640_SNORD109A(+)	23	38	0.988	0.986	0.991
chr21	45458187	45458202	ENSG00000182871	3	+	ENSG00000239014_SNORD108(+)	43	58	0.983	0.982	0.985
chr21	45473983	45473999	ENSG00000182871	4	+	ENSG00000239169_SNORD109B(+)	44	60	0.987	0.982	0.995
chr21	45473983	45473999	ENSG00000182871	4	+	ENSG00000274640_SNORD109A(+)	44	60	0.987	0.982	0.995
chr21	45513495	45513511	ENSG00000182871	4	+	ENSG00000276314_SNORD107(+)	9	25	0.986	0.981	0.991
chr3	6770064	6770079	ENSG00000196277	3	+	ENSG00000239169_SNORD109B(+)	50	65	0.994	0.992	0.996
chr3	6770064	6770079	ENSG00000196277	3	+	ENSG00000274640_SNORD109A(+)	50	65	0.994	0.992	0.996
chr3	6782289	6782305	ENSG00000196277	4	+	ENSG00000239169_SNORD109B(+)	9	25	0.991	0.983	0.997
chr3	6782289	6782305	ENSG00000196277	4	+	ENSG00000274640_SNORD109A(+)	9	25	0.991	0.983	0.997
chr3	6799090	6799105	ENSG00000196277	3	+	ENSG00000239169_SNORD109B(+)	45	60	0.99	0.983	0.996
chr3	6799090	6799105	ENSG00000196277	3	+	ENSG00000274640_SNORD109A(+)	45	60	0.99	0.983	0.996
chr3	6862126	6862142	ENSG00000196277	4	+	ENSG00000239169_SNORD109B(+)	43	59	0.989	0.986	0.991
chr3	6862126	6862142	ENSG00000196277	4	+	ENSG00000274640_SNORD109A(+)	43	59	0.989	0.986	0.991
chr3	6923159	6923174	ENSG00000196277	3	+	ENSG00000276314_SNORD107(+)	3	18	0.985	0.983	0.988
chr3	6957431	6957446	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	51	66	0.995	0.992	0.997
chr3	7076085	7076100	ENSG00000196277	3	+	ENSG00000239169_SNORD109B(+)	30	45	0.986	0.981	0.993
chr3	7076085	7076100	ENSG00000196277	3	+	ENSG00000274640_SNORD109A(+)	30	45	0.986	0.981	0.993
chr3	7102147	7102162	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	55	70	0.99	0.989	0.99
chr3	7153340	7153355	ENSG00000196277	3	+	ENSG00000239169_SNORD109B(+)	30	45	0.989	0.983	0.992
chr3	7153340	7153355	ENSG00000196277	3	+	ENSG00000274640_SNORD109A(+)	30	45	0.989	0.983	0.992
chr3	7164476	7164491	ENSG00000196277	3	+	ENSG00000276610_SNORD64(+)	49	64	0.993	0.991	0.995
chr3	7193475	7193490	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	56	71	0.989	0.984	0.997
chr3	7216630	7216645	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	55	70	0.989	0.982	0.993
chr3	7283689	7283704	ENSG00000196277	3	+	ENSG00000276610_SNORD64(+)	49	64	0.992	0.987	0.995
chr3	7290822	7290837	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	55	70	0.988	0.987	0.989
chr3	7357687	7357702	ENSG00000196277	3	+	ENSG00000276610_SNORD64(+)	3	18	0.989	0.982	0.995
chr3	7367817	7367833	ENSG00000196277	4	+	ENSG00000276314_SNORD107(+)	12	28	0.994	0.989	0.998
chr3	7370724	7370739	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	56	71	0.992	0.988	0.998
chr3	7416839	7416855	ENSG00000196277	4	+	ENSG00000239169_SNORD109B(+)	44	60	0.99	0.988	0.991
chr3	7416839	7416855	ENSG00000196277	4	+	ENSG00000274640_SNORD109A(+)	44	60	0.99	0.988	0.991
chr3	7495439	7495454	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	55	70	0.984	0.98	0.989
chr3	7537002	7537018	ENSG00000196277	4	+	ENSG00000276314_SNORD107(+)	12	28	0.99	0.982	0.996
chr3	7701112	7701128	ENSG00000196277	4	+	ENSG00000239169_SNORD109B(+)	20	36	0.986	0.982	0.99
chr3	7701112	7701128	ENSG00000196277	4	+	ENSG00000274640_SNORD109A(+)	20	36	0.986	0.982	0.99
chr3	7710902	7710917	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	55	70	0.991	0.986	0.995
chr3	7723457	7723473	ENSG00000196277	4	+	ENSG00000239014_SNORD108(+)	37	53	0.986	0.983	0.989
chr3	7735757	7735772	ENSG00000196277	3	+	ENSG00000239014_SNORD108(+)	51	66	0.987	0.98	0.995
chr3	128759524	128759539	ENSG00000075785	3	+	ENSG00000239014_SNORD108(+)	48	63	0.987	0.98	0.995
chr3	128761091	128761106	ENSG00000075785	3	+	ENSG00000276610_SNORD64(+)	11	26	0.991	0.988	0.995
chr6	31815009	31815024	ENSG00000204390	3	-	ENSG00000239014_SNORD108(+)	43	58	0.987	0.984	0.992
chr6	143964057	143964072	ENSG00000118495	3	-	ENSG00000239014_SNORD108(+)	37	52	0.982	0.981	0.983
chr6	143965509	143965525	ENSG00000118495	4	-	ENSG00000239014_SNORD108(+)	50	66	0.991	0.988	0.997
chr6	143993824	143993839	ENSG00000118495	3	-	ENSG00000276610_SNORD64(+)	11	26	0.988	0.98	0.996
chr6	144034139	144034154	ENSG00000118495	3	-	ENSG00000276610_SNORD64(+)	9	24	0.989	0.986	0.993
chr7	137272258	137272273	ENSG00000105894	3	-	ENSG00000239014_SNORD108(+)	41	56	0.991	0.99	0.992
chr7	137291670	137291685	ENSG00000105894	3	-	ENSG00000239014_SNORD108(+)	55	70	0.985	0.982	0.987
chr7	137311985	137312000	ENSG00000105894	3	-	ENSG00000276610_SNORD64(+)	35	50	0.985	0.984	0.988
chr7	153887265	153887280	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	51	66	0.991	0.986	0.995
chr7	153930404	153930419	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	21	36	0.987	0.981	0.993
chr7	153930404	153930419	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	21	36	0.987	0.981	0.993
chr7	153941492	153941507	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	35	50	0.987	0.986	0.989
chr7	153941492	153941507	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	35	50	0.987	0.986	0.989
chr7	153985967	153985982	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	49	64	0.988	0.981	0.995
chr7	154026432	154026447	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	49	64	0.985	0.983	0.988
chr7	154082522	154082537	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	39	54	0.986	0.981	0.996
chr7	154097470	154097485	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	16	31	0.986	0.983	0.991
chr7	154170989	154171004	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	55	70	0.992	0.988	0.995
chr7	154186512	154186527	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	23	38	0.987	0.981	0.993
chr7	154186512	154186527	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	23	38	0.987	0.981	0.993
chr7	154199120	154199137	ENSG00000130226	5	+	ENSG00000239014_SNORD108(+)	53	70	0.992	0.988	0.997
chr7	154225190	154225205	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	49	64	0.986	0.982	0.992
chr7	154269085	154269100	ENSG00000130226	3	+	ENSG00000276314_SNORD107(+)	51	66	0.986	0.98	0.994
chr7	154288685	154288701	ENSG00000130226	4	+	ENSG00000276314_SNORD107(+)	9	25	0.99	0.981	0.994
chr7	154362526	154362543	ENSG00000130226	5	+	ENSG00000239169_SNORD109B(+)	23	40	0.99	0.983	0.996
chr7	154362526	154362543	ENSG00000130226	5	+	ENSG00000274640_SNORD109A(+)	23	40	0.99	0.983	0.996
chr7	154384219	154384234	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	31	46	0.988	0.985	0.992
chr7	154407808	154407823	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	45	60	0.985	0.981	0.99
chr7	154407808	154407823	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	45	60	0.985	0.981	0.99
chr7	154429471	154429487	ENSG00000130226	4	+	ENSG00000239169_SNORD109B(+)	28	44	0.99	0.984	0.995
chr7	154429471	154429487	ENSG00000130226	4	+	ENSG00000274640_SNORD109A(+)	28	44	0.99	0.984	0.995
chr7	154445261	154445276	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	50	65	0.992	0.987	0.997
chr7	154475379	154475394	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	37	52	0.99	0.989	0.991
chr7	154530348	154530363	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	16	31	0.991	0.99	0.991
chr7	154581466	154581481	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	23	38	0.987	0.982	0.991
chr7	154581466	154581481	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	23	38	0.987	0.982	0.991
chr7	154591957	154591972	ENSG00000130226	3	+	ENSG00000276314_SNORD107(+)	13	28	0.993	0.982	0.998
chr7	154592053	154592069	ENSG00000130226	4	+	ENSG00000239014_SNORD108(+)	50	66	0.991	0.983	0.999
chr7	154592670	154592687	ENSG00000130226	5	+	ENSG00000276314_SNORD107(+)	11	28	0.995	0.99	0.999
chr7	154653197	154653212	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	11	26	0.982	0.981	0.982
chr7	154690201	154690216	ENSG00000130226	3	+	ENSG00000276314_SNORD107(+)	10	25	0.992	0.989	0.994
chr7	154694081	154694097	ENSG00000130226	4	+	ENSG00000276314_SNORD107(+)	8	24	0.985	0.981	0.991
chr7	154707059	154707075	ENSG00000130226	4	+	ENSG00000239014_SNORD108(+)	41	57	0.986	0.982	0.993
chr7	154750529	154750544	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	51	66	0.991	0.987	0.995
chr7	154757184	154757199	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	55	70	0.991	0.987	0.995
chr7	154759774	154759789	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	51	66	0.992	0.99	0.994
chr7	154826012	154826027	ENSG00000130226	3	+	ENSG00000276610_SNORD64(+)	50	65	0.984	0.981	0.989
chr7	154828011	154828026	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	35	50	0.993	0.99	0.995
chr7	154828011	154828026	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	35	50	0.993	0.99	0.995
chr7	154835076	154835091	ENSG00000130226	3	+	ENSG00000239014_SNORD108(+)	55	70	0.989	0.982	0.997
chr7	154891352	154891367	ENSG00000130226	3	+	ENSG00000239169_SNORD109B(+)	44	59	0.988	0.983	0.992
chr7	154891352	154891367	ENSG00000130226	3	+	ENSG00000274640_SNORD109A(+)	44	59	0.988	0.983	0.992
chr8	142477656	142477671	ENSG00000181790	3	+	ENSG00000239169_SNORD109B(+)	23	38	0.983	0.983	0.984
chr8	142477656	142477671	ENSG00000181790	3	+	ENSG00000274640_SNORD109A(+)	23	38	0.983	0.983	0.984
chr8	142484828	142484845	ENSG00000181790	5	+	ENSG00000239169_SNORD109B(+)	23	40	0.992	0.985	0.999
chr8	142484828	142484845	ENSG00000181790	5	+	ENSG00000274640_SNORD109A(+)	23	40	0.992	0.985	0.999
chr8	142489389	142489404	ENSG00000181790	3	+	ENSG00000239014_SNORD108(+)	51	66	0.99	0.989	0.991
chr8	142499955	142499970	ENSG00000181790	3	+	ENSG00000239014_SNORD108(+)	51	66	0.985	0.981	0.989
chr8	142508453	142508472	ENSG00000181790	7	+	ENSG00000239014_SNORD108(+)	52	71	0.992	0.987	0.998
chr8	142530775	142530791	ENSG00000181790	4	+	ENSG00000239014_SNORD108(+)	50	66	0.993	0.987	0.998
chr8	144517634	144517652	ENSG00000160957	6	-	ENSG00000239014_SNORD108(+)	48	66	0.992	0.984	0.999
chr9	34257009	34257025	ENSG00000186638	4	-	ENSG00000276314_SNORD107(+)	12	28	0.989	0.986	0.993
chr9	34263209	34263224	ENSG00000186638	3	-	ENSG00000239014_SNORD108(+)	51	66	0.99	0.984	0.993
chr9	34273051	34273067	ENSG00000186638	4	-	ENSG00000276610_SNORD64(+)	10	26	0.99	0.985	0.996
chr9	34301822	34301837	ENSG00000186638	3	-	ENSG00000276314_SNORD107(+)	13	28	0.989	0.984	0.992
chr9	36846756	36846772	ENSG00000196092	4	-	ENSG00000239169_SNORD109B(+)	27	43	0.987	0.982	0.993
chr9	36846756	36846772	ENSG00000196092	4	-	ENSG00000274640_SNORD109A(+)	27	43	0.987	0.982	0.993
chr9	36848888	36848903	ENSG00000196092	3	-	ENSG00000239014_SNORD108(+)	47	62	0.987	0.986	0.988
chr9	36854230	36854245	ENSG00000196092	3	-	ENSG00000239169_SNORD109B(+)	27	42	0.985	0.983	0.987
chr9	36854230	36854245	ENSG00000196092	3	-	ENSG00000274640_SNORD109A(+)	27	42	0.985	0.983	0.987
chr9	36854592	36854607	ENSG00000196092	3	-	ENSG00000276610_SNORD64(+)	11	26	0.988	0.982	0.993
chr9	36856338	36856354	ENSG00000196092	4	-	ENSG00000276610_SNORD64(+)	11	27	0.989	0.98	0.998
chr9	36885044	36885059	ENSG00000196092	3	-	ENSG00000276610_SNORD64(+)	11	26	0.99	0.983	0.995
chr9	36921601	36921616	ENSG00000196092	3	-	ENSG00000276610_SNORD64(+)	50	65	0.987	0.982	0.995
chr9	36940082	36940097	ENSG00000196092	3	-	ENSG00000239169_SNORD109B(+)	23	38	0.985	0.982	0.988
chr9	36940082	36940097	ENSG00000196092	3	-	ENSG00000274640_SNORD109A(+)	23	38	0.985	0.982	0.988
chr9	36944012	36944027	ENSG00000196092	3	-	ENSG00000239014_SNORD108(+)	43	58	0.985	0.983	0.988
chr9	36983560	36983575	ENSG00000196092	3	-	ENSG00000239014_SNORD108(+)	51	66	0.99	0.985	0.995
chr9	37023993	37024008	ENSG00000196092	3	-	ENSG00000276610_SNORD64(+)	49	64	0.986	0.982	0.989
chr9	37031621	37031636	ENSG00000196092	3	-	ENSG00000239014_SNORD108(+)	38	53	0.989	0.98	0.996
chr9	90847317	90847332	ENSG00000165025	3	+	ENSG00000276314_SNORD107(+)	13	28	0.989	0.987	0.992
chr9	90889965	90889981	ENSG00000165025	4	+	ENSG00000239014_SNORD108(+)	49	65	0.99	0.985	0.993
chrX	28629871	28629886	ENSG00000169306	3	+	ENSG00000239014_SNORD108(+)	50	65	0.991	0.987	0.997
chrX	28653975	28653990	ENSG00000169306	3	+	ENSG00000276610_SNORD64(+)	16	31	0.989	0.982	0.995
chrX	28730300	28730315	ENSG00000169306	3	+	ENSG00000276610_SNORD64(+)	37	52	0.985	0.982	0.99
chrX	28735022	28735037	ENSG00000169306	3	+	ENSG00000239169_SNORD109B(+)	38	53	0.985	0.98	0.988
chrX	28735022	28735037	ENSG00000169306	3	+	ENSG00000274640_SNORD109A(+)	38	53	0.985	0.98	0.988
chrX	28781340	28781355	ENSG00000169306	3	+	ENSG00000239169_SNORD109B(+)	30	45	0.995	0.992	0.998
chrX	28781340	28781355	ENSG00000169306	3	+	ENSG00000274640_SNORD109A(+)	30	45	0.995	0.992	0.998
chrX	28799523	28799538	ENSG00000169306	3	+	ENSG00000239169_SNORD109B(+)	30	45	0.986	0.983	0.99
chrX	28799523	28799538	ENSG00000169306	3	+	ENSG00000274640_SNORD109A(+)	30	45	0.986	0.983	0.99
chrX	28967188	28967204	ENSG00000169306	4	+	ENSG00000239014_SNORD108(+)	50	66	0.995	0.993	0.997
chrX	29210728	29210744	ENSG00000169306	4	+	ENSG00000239014_SNORD108(+)	52	68	0.989	0.982	0.998
chrX	29319252	29319267	ENSG00000169306	3	+	ENSG00000276610_SNORD64(+)	10	25	0.982	0.98	0.984
chrX	29324192	29324209	ENSG00000169306	5	+	ENSG00000239014_SNORD108(+)	38	55	0.987	0.982	0.992
chrX	29514562	29514577	ENSG00000169306	3	+	ENSG00000239169_SNORD109B(+)	23	38	0.989	0.984	0.993
chrX	29514562	29514577	ENSG00000169306	3	+	ENSG00000274640_SNORD109A(+)	23	38	0.989	0.984	0.993
chrX	29698015	29698030	ENSG00000169306	3	+	ENSG00000276314_SNORD107(+)	10	25	0.987	0.983	0.989
chrX	29794955	29794971	ENSG00000169306	4	+	ENSG00000276314_SNORD107(+)	53	69	0.985	0.98	0.992
chrX	29822895	29822910	ENSG00000169306	3	+	ENSG00000239014_SNORD108(+)	39	54	0.988	0.982	0.995
chrX	29830271	29830287	ENSG00000169306	4	+	ENSG00000276314_SNORD107(+)	2	18	0.986	0.983	0.991
chrX	29849802	29849817	ENSG00000169306	3	+	ENSG00000276314_SNORD107(+)	14	29	0.988	0.985	0.992
chrX	29947946	29947962	ENSG00000169306	4	+	ENSG00000239014_SNORD108(+)	50	66	0.991	0.985	0.997
chrX	68832292	68832307	ENSG00000090776	3	+	ENSG00000239014_SNORD108(+)	55	70	0.986	0.982	0.991
chrX	138738688	138738703	ENSG00000129682	3	-	ENSG00000276610_SNORD64(+)	49	64	0.991	0.989	0.992
chrX	138778125	138778140	ENSG00000129682	3	-	ENSG00000239169_SNORD109B(+)	50	65	0.984	0.98	0.99
chrX	138778125	138778140	ENSG00000129682	3	-	ENSG00000274640_SNORD109A(+)	50	65	0.984	0.98	0.99
chrX	138813644	138813659	ENSG00000129682	3	-	ENSG00000239169_SNORD109B(+)	44	59	0.99	0.982	0.995
chrX	138813644	138813659	ENSG00000129682	3	-	ENSG00000274640_SNORD109A(+)	44	59	0.99	0.982	0.995
chrX	138838647	138838663	ENSG00000129682	4	-	ENSG00000276610_SNORD64(+)	11	27	0.99	0.986	0.998
chrX	138916887	138916902	ENSG00000129682	3	-	ENSG00000276610_SNORD64(+)	11	26	0.989	0.984	0.992
chrX	138928481	138928496	ENSG00000129682	3	-	ENSG00000239169_SNORD109B(+)	33	48	0.987	0.986	0.988
chrX	138928481	138928496	ENSG00000129682	3	-	ENSG00000274640_SNORD109A(+)	33	48	0.987	0.986	0.988
chrX	138971765	138971780	ENSG00000129682	3	-	ENSG00000276610_SNORD64(+)	16	31	0.984	0.98	0.991
