target_chromo	target_window_start	target_window_end	target_id	count	target_strand	sno_id	sno_window_start	sno_window_end	mean_score	min_score	max_score
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200486_SNORD115-11(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200503_SNORD115-5(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200564_SNORD115-39(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200680_SNORD115-4(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200757_SNORD115-16(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200801_SNORD115-28(+)	32	47	0.986	0.981	0.993
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000200812_SNORD115-6(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201143_SNORD115-42(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201326_SNORD115-22(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201331_SNORD115-23(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201482_SNORD115-17(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201679_SNORD115-15(+)	32	47	0.986	0.981	0.993
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201831_SNORD115-1(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201943_SNORD115-10(+)	32	47	0.986	0.981	0.993
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201969_SNORD115-20(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000201992_SNORD115-35(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000202373_SNORD115-43(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000202499_SNORD115-36(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000272460_SNORD115-40(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000273835_SNORD115-13(+)	33	48	0.983	0.981	0.986
chr10	114607813	114607828	ENSG00000099204	3	-	ENSG00000275524_SNORD115-26(+)	33	48	0.983	0.981	0.986
chr10	114615888	114615903	ENSG00000099204	3	-	ENSG00000200726_SNORD115-8(+)	9	24	0.986	0.984	0.988
chr10	114615888	114615903	ENSG00000099204	3	-	ENSG00000201907_SNORD115-38(+)	9	24	0.986	0.984	0.988
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000199311_SNORD115-34(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000199453_SNORD115-12(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000199704_SNORD115-29(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000199712_SNORD115-2(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000199782_SNORD115-9(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000199968_SNORD115-19(+)	52	67	0.986	0.985	0.988
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200163_SNORD115-18(+)	52	67	0.986	0.985	0.988
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200398_SNORD115-24(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200478_SNORD115-41(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200486_SNORD115-11(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200503_SNORD115-5(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200564_SNORD115-39(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200680_SNORD115-4(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200726_SNORD115-8(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200757_SNORD115-16(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200812_SNORD115-6(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000200987_SNORD115-30(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201143_SNORD115-42(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201300_SNORD115-27(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201326_SNORD115-22(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201482_SNORD115-17(+)	52	67	0.986	0.985	0.988
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201831_SNORD115-1(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201907_SNORD115-38(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201969_SNORD115-20(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000201992_SNORD115-35(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000202188_SNORD115-31(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000202261_SNORD115-44(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000202373_SNORD115-43(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000202499_SNORD115-36(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000272460_SNORD115-40(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000273835_SNORD115-13(+)	52	67	0.986	0.98	0.99
chr10	114680402	114680417	ENSG00000099204	3	-	ENSG00000275524_SNORD115-26(+)	52	67	0.986	0.98	0.99
chr11	808521	808536	ENSG00000177595	3	-	ENSG00000201634_SNORD115-48(+)	56	71	0.985	0.983	0.988
chr11	24497054	24497069	ENSG00000187398	3	+	ENSG00000212528_SNORD115-47(+)	25	40	0.995	0.991	0.997
chr11	24504048	24504063	ENSG00000187398	3	+	ENSG00000200680_SNORD115-4(+)	4	19	0.991	0.988	0.993
chr11	24506934	24506949	ENSG00000187398	3	+	ENSG00000199712_SNORD115-2(+)	15	30	0.988	0.981	0.992
chr11	24522482	24522497	ENSG00000187398	3	+	ENSG00000199712_SNORD115-2(+)	9	24	0.991	0.99	0.992
chr11	24560643	24560658	ENSG00000187398	3	+	ENSG00000201331_SNORD115-23(+)	9	24	0.991	0.984	0.995
chr11	24606849	24606864	ENSG00000187398	3	+	ENSG00000201634_SNORD115-48(+)	9	24	0.992	0.991	0.994
chr11	24631683	24631698	ENSG00000187398	3	+	ENSG00000212428_SNORD115(+)	44	59	0.988	0.987	0.99
chr11	24678723	24678739	ENSG00000187398	4	+	ENSG00000200801_SNORD115-28(+)	13	29	0.984	0.98	0.987
chr11	24688803	24688818	ENSG00000187398	3	+	ENSG00000212428_SNORD115(+)	8	23	0.991	0.985	0.996
chr11	24696017	24696032	ENSG00000187398	3	+	ENSG00000199712_SNORD115-2(+)	12	27	0.989	0.987	0.991
chr11	24707907	24707922	ENSG00000187398	3	+	ENSG00000200478_SNORD115-41(+)	4	19	0.992	0.989	0.994
chr11	24707907	24707922	ENSG00000187398	3	+	ENSG00000202188_SNORD115-31(+)	4	19	0.992	0.989	0.994
chr11	24707907	24707922	ENSG00000187398	3	+	ENSG00000275524_SNORD115-26(+)	4	19	0.992	0.989	0.994
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000199712_SNORD115-2(+)	64	79	0.989	0.982	0.997
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000199968_SNORD115-19(+)	64	79	0.989	0.982	0.997
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000200163_SNORD115-18(+)	64	79	0.989	0.982	0.997
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000201482_SNORD115-17(+)	64	79	0.989	0.982	0.997
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000201634_SNORD115-48(+)	58	73	0.987	0.982	0.994
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000201969_SNORD115-20(+)	64	79	0.989	0.982	0.997
chr11	24746705	24746720	ENSG00000187398	3	+	ENSG00000276844_SNORD115-46(+)	56	71	0.99	0.981	0.997
chr11	24760888	24760903	ENSG00000187398	3	+	ENSG00000212428_SNORD115(+)	37	52	0.981	0.98	0.982
chr11	24764472	24764487	ENSG00000187398	3	+	ENSG00000201634_SNORD115-48(+)	9	24	0.989	0.983	0.994
chr11	24789050	24789065	ENSG00000187398	3	+	ENSG00000199712_SNORD115-2(+)	17	32	0.987	0.983	0.99
chr11	24795638	24795653	ENSG00000187398	3	+	ENSG00000200949_SNORD115-32(+)	5	20	0.985	0.981	0.988
chr11	24809477	24809492	ENSG00000187398	3	+	ENSG00000212428_SNORD115(+)	8	23	0.992	0.983	0.997
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000199311_SNORD115-34(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000199704_SNORD115-29(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000199970_SNORD115-3(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000200486_SNORD115-11(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000200726_SNORD115-8(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000200757_SNORD115-16(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000200812_SNORD115-6(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000200949_SNORD115-32(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000200987_SNORD115-30(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000201326_SNORD115-22(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000201907_SNORD115-38(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000201992_SNORD115-35(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000202261_SNORD115-44(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000202373_SNORD115-43(+)	4	19	0.99	0.983	0.993
chr11	24833544	24833559	ENSG00000187398	3	+	ENSG00000202499_SNORD115-36(+)	4	19	0.99	0.983	0.993
chr11	24870343	24870359	ENSG00000187398	4	+	ENSG00000201300_SNORD115-27(+)	64	80	0.991	0.988	0.994
chr11	24874745	24874760	ENSG00000187398	3	+	ENSG00000199712_SNORD115-2(+)	9	24	0.987	0.981	0.996
chr11	24939876	24939891	ENSG00000187398	3	+	ENSG00000202188_SNORD115-31(+)	29	44	0.985	0.983	0.988
chr11	25016977	25016992	ENSG00000187398	3	+	ENSG00000201634_SNORD115-48(+)	9	24	0.985	0.983	0.987
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199311_SNORD115-34(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199453_SNORD115-12(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199489_SNORD115-25(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199704_SNORD115-29(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199782_SNORD115-9(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199833_SNORD115-21(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199968_SNORD115-19(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000199970_SNORD115-3(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200163_SNORD115-18(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200486_SNORD115-11(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200503_SNORD115-5(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200638_SNORD115-37(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200757_SNORD115-16(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200801_SNORD115-28(+)	8	23	0.984	0.981	0.989
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200812_SNORD115-6(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000200987_SNORD115-30(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201143_SNORD115-42(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201300_SNORD115-27(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201326_SNORD115-22(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201482_SNORD115-17(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201679_SNORD115-15(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201831_SNORD115-1(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201943_SNORD115-10(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000201969_SNORD115-20(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000202188_SNORD115-31(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000202261_SNORD115-44(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000202373_SNORD115-43(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000202499_SNORD115-36(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000272460_SNORD115-40(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000273835_SNORD115-13(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058608	ENSG00000187398	3	+	ENSG00000275524_SNORD115-26(+)	9	24	0.992	0.988	0.996
chr11	25058593	25058609	ENSG00000187398	4	+	ENSG00000278089_SNORD115-7(+)	5	21	0.992	0.987	0.996
chr15	25071941	25071956	ENSG00000224078	3	+	ENSG00000201907_SNORD115-38(+)	15	30	0.988	0.983	0.994
chr15	25105545	25105561	ENSG00000224078	4	+	ENSG00000212428_SNORD115(+)	24	40	0.99	0.987	0.994
chr15	25329887	25329902	ENSG00000224078	3	+	ENSG00000199712_SNORD115-2(+)	9	24	0.996	0.994	0.997
chr18	61359781	61359796	ENSG00000101542	3	+	ENSG00000200478_SNORD115-41(+)	4	19	0.989	0.981	0.997
chr18	61359781	61359796	ENSG00000101542	3	+	ENSG00000202188_SNORD115-31(+)	4	19	0.989	0.981	0.997
chr18	61359781	61359796	ENSG00000101542	3	+	ENSG00000275524_SNORD115-26(+)	4	19	0.989	0.981	0.997
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000199311_SNORD115-34(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000199704_SNORD115-29(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000199970_SNORD115-3(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200486_SNORD115-11(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200593_SNORD115-33(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200726_SNORD115-8(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200757_SNORD115-16(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200812_SNORD115-6(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200949_SNORD115-32(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000200987_SNORD115-30(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000201326_SNORD115-22(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000201331_SNORD115-23(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000201907_SNORD115-38(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000201992_SNORD115-35(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000202261_SNORD115-44(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000202373_SNORD115-43(+)	3	19	0.988	0.98	0.995
chr18	61364197	61364213	ENSG00000101542	4	+	ENSG00000202499_SNORD115-36(+)	3	19	0.988	0.98	0.995
chr18	61391240	61391255	ENSG00000101542	3	+	ENSG00000200801_SNORD115-28(+)	16	31	0.986	0.983	0.991
chr18	61402055	61402070	ENSG00000101542	3	+	ENSG00000200398_SNORD115-24(+)	33	48	0.986	0.984	0.989
chr18	61535379	61535396	ENSG00000101542	5	+	ENSG00000278089_SNORD115-7(+)	2	19	0.994	0.991	0.998
chr2	102320539	102320554	ENSG00000115604	3	+	ENSG00000200801_SNORD115-28(+)	3	18	0.993	0.989	0.998
chr2	102320596	102320611	ENSG00000115604	3	+	ENSG00000212411_SNORD115(+)	55	70	0.993	0.983	0.998
chr2	102343533	102343548	ENSG00000115604	3	+	ENSG00000199712_SNORD115-2(+)	4	19	0.985	0.98	0.995
chr2	151506799	151506815	ENSG00000183091	4	-	ENSG00000212428_SNORD115(+)	6	22	0.992	0.988	0.996
chr2	151541076	151541091	ENSG00000183091	3	-	ENSG00000199712_SNORD115-2(+)	9	24	0.99	0.988	0.992
chr2	151546054	151546069	ENSG00000183091	3	-	ENSG00000212380_SNORD115-45(+)	14	29	0.986	0.982	0.989
chr2	151548488	151548503	ENSG00000183091	3	-	ENSG00000201634_SNORD115-48(+)	9	24	0.995	0.993	0.998
